settlement_id,payment_ref,settled_amount,settlement_date,bank_code
STL-91109C63,PAY-EB322F90,15809.89,2026-03-25 04:53:39,AXIS_BULK
STL-9B1A069C,PAY-F910B9FA,4150.66,2026-03-17 20:16:47,AXIS_BULK
STL-62A45F0F,PAY-B9DD19D4,26109.32,2026-03-08 06:14:52,ICICI_CORP
STL-E981A5A0,PAY-8BA968F1,25391.76,2026-03-04 22:32:13,SBI_SETTL
STL-150F6527,PAY-C8FE8468,8517.36,2026-03-13 16:19:07,HDFC_01
STL-856DB9AB,PAY-B7B9B5CD,10216.95,2026-03-27 11:41:30,SBI_SETTL
STL-F00DE704,PAY-BEAA9035,26907.16,2026-03-25 06:57:36,ICICI_CORP
STL-377AB32C,PAY-6C8E037F,31411.72,2026-03-29 23:01:02,HDFC_01
STL-B06A5961,PAY-6A48C076,2750.36,2026-03-31 14:40:25,AXIS_BULK
STL-D2E5D69E,PAY-556D0009,32130.06,2026-03-26 02:03:49,SBI_SETTL
STL-EF97BD28,PAY-40C2DC5C,12621.46,2026-03-21 21:35:42,HDFC_01
STL-EBF140E5,PAY-7B1F6242,3465.7,2026-03-23 10:12:42,AXIS_BULK
STL-DFEB8E7C,PAY-EE04827A,17339.53,2026-03-09 22:57:50,SBI_SETTL
STL-FD4CAFEE,PAY-8F0E56DC,6972.92,2026-03-19 06:47:33,SBI_SETTL
STL-C3F2CE95,PAY-7A116DA3,23590.39,2026-03-14 14:13:00,ICICI_CORP
STL-230106A2,PAY-00349A6E,3004.96,2026-03-19 21:38:44,ICICI_CORP
STL-7BAFE210,PAY-09E85851,46720.7,2026-03-16 15:35:47,AXIS_BULK
STL-09CD68E7,PAY-BDF3ED89,23607.35,2026-03-16 11:04:24,HDFC_01
STL-65F874CE,PAY-001891AF,25519.5,2026-03-14 08:58:00,HDFC_01
STL-901757B6,PAY-A5C94813,14427.14,2026-03-30 14:42:10,HDFC_01
STL-BD628B88,PAY-5FD0B5DA,21830.92,2026-03-15 10:55:17,SBI_SETTL
STL-78AF0DC9,PAY-499C8D1C,20328.79,2026-03-28 08:57:57,SBI_SETTL
STL-8886E113,PAY-CF6B9908,14785.78,2026-03-21 00:03:28,SBI_SETTL
STL-4B6EF7EE,PAY-21DF21D6,34179.73,2026-03-07 19:47:15,AXIS_BULK
STL-E0EF7AD2,PAY-CFA9731E,39847.41,2026-03-18 20:26:55,ICICI_CORP
STL-9CAB5BD0,PAY-CC83175A,30321.92,2026-03-20 16:29:26,HDFC_01
STL-7EE57604,PAY-2D82CF04,7283.3,2026-03-18 13:50:12,ICICI_CORP
STL-A9E6B1CE,PAY-63DFC9A8,44710.02,2026-03-09 18:42:57,ICICI_CORP
STL-76A7F170,PAY-DDBCCBE5,49535.48,2026-03-17 00:53:02,SBI_SETTL
STL-33E5D31A,PAY-86686978,40879.57,2026-03-19 04:22:59,AXIS_BULK
STL-5EC207B0,PAY-273153BE,15730.05,2026-04-01 01:19:23,SBI_SETTL
STL-010CFF51,PAY-36AC9433,39253.75,2026-03-28 17:52:06,AXIS_BULK
STL-D6BB52AA,PAY-6212EB80,26449.5,2026-03-30 14:58:24,ICICI_CORP
STL-DDE40314,PAY-3C003959,28842.23,2026-03-07 10:03:47,AXIS_BULK
STL-6AA48372,PAY-E99516F2,21229.62,2026-03-22 05:04:54,AXIS_BULK
STL-C98C0603,PAY-6EACF1CA,36506.4,2026-03-08 16:53:35,SBI_SETTL
STL-F6953DFE,PAY-D77B973E,24179.36,2026-03-19 13:37:50,AXIS_BULK
STL-0C44BCC9,PAY-3B99AAB5,17445.19,2026-03-19 13:00:25,ICICI_CORP
STL-646C21A0,PAY-23B84E13,14310.82,2026-03-17 00:04:05,SBI_SETTL
STL-A46DAFB1,PAY-90EAB211,10760.25,2026-03-25 16:09:52,SBI_SETTL
STL-EC5DB948,PAY-4BFDCCE1,46718.17,2026-03-14 20:43:37,AXIS_BULK
STL-DC8185E5,PAY-114F21B0,41009.68,2026-03-09 02:01:38,SBI_SETTL
STL-A916B570,PAY-E74CDBCB,4411.96,2026-03-23 13:13:21,ICICI_CORP
STL-20ABA147,PAY-23A049A7,41483.61,2026-03-15 18:12:57,ICICI_CORP
STL-B3857570,PAY-E8F0B18F,30976.01,2026-03-29 03:00:12,HDFC_01
STL-2F3B7214,PAY-90D5C323,45306.62,2026-03-12 16:31:09,HDFC_01
STL-59A632C6,PAY-AB1B798C,16849.53,2026-03-23 22:00:01,HDFC_01
STL-ED788FB3,PAY-5E1503EF,48906.58,2026-03-10 14:33:38,AXIS_BULK
STL-B27348A8,PAY-1D6C9C90,10373.07,2026-03-16 11:46:54,HDFC_01
STL-C7CFD79F,PAY-EAFC7F55,4928.31,2026-03-28 13:08:08,ICICI_CORP
STL-C7342937,PAY-2492C7B4,44171.13,2026-03-11 10:00:28,AXIS_BULK
STL-C284B426,PAY-FB52D430,46862.13,2026-03-15 14:10:29,SBI_SETTL
STL-3AA757D0,PAY-3DB3837E,30337.76,2026-03-18 15:59:35,AXIS_BULK
STL-6FDAF6E5,PAY-275B77D8,42627.46,2026-03-23 17:14:29,HDFC_01
STL-D5C70548,PAY-ADC94E81,8543.47,2026-03-23 07:17:21,HDFC_01
STL-35CE2D88,PAY-BB5C2681,17187.05,2026-03-15 20:19:00,ICICI_CORP
STL-923E1E29,PAY-1B8C0BD3,42879.25,2026-03-21 20:57:48,HDFC_01
STL-081FB9DC,PAY-DFFBB345,33628.16,2026-03-11 19:50:21,SBI_SETTL
STL-22230D91,PAY-A0756973,838.09,2026-03-20 20:59:10,SBI_SETTL
STL-0E9C7E15,PAY-745F60A1,15446.32,2026-03-29 11:44:15,SBI_SETTL
STL-1DB6E24B,PAY-F54E1FF8,12196.98,2026-03-08 19:11:08,ICICI_CORP
STL-64B5E612,PAY-5211D242,34460.64,2026-03-17 13:41:10,SBI_SETTL
STL-DAD6D4CA,PAY-C789646E,11432.04,2026-03-08 11:57:14,AXIS_BULK
STL-D5AA5430,PAY-3E2F7C0C,49447.48,2026-03-20 10:08:42,ICICI_CORP
STL-2D28ABEB,PAY-8DD45305,12749.54,2026-03-30 12:47:51,SBI_SETTL
STL-74C95E1B,PAY-B1437613,45903.61,2026-03-07 12:33:41,ICICI_CORP
STL-02769C3B,PAY-BC70E347,16741.82,2026-03-26 02:24:56,ICICI_CORP
STL-B6F73503,PAY-2A602E68,29365.81,2026-03-07 13:23:31,HDFC_01
STL-C2242671,PAY-004C4DCE,7031.24,2026-03-21 07:49:03,AXIS_BULK
STL-A7565B80,PAY-AACFFE40,40442.31,2026-03-04 09:49:32,HDFC_01
STL-BAE36CE2,PAY-553BA747,11286.11,2026-03-06 17:46:33,SBI_SETTL
STL-3249BA64,PAY-332BCBF3,3656.12,2026-03-06 03:48:45,HDFC_01
STL-465B632B,PAY-D4F92FA8,20738.91,2026-03-09 13:58:45,AXIS_BULK
STL-1C7DF09B,PAY-F43B7C44,43546.2,2026-03-19 14:22:22,ICICI_CORP
STL-170C32DD,PAY-4B7E07E3,43084.19,2026-03-08 19:35:41,ICICI_CORP
STL-A4724DE0,PAY-35683791,48426.36,2026-03-03 13:47:21,AXIS_BULK
STL-DE0AE43E,PAY-6D7650B3,18024.19,2026-03-13 20:53:16,ICICI_CORP
STL-4EC00617,PAY-DBB9EBC6,32191.75,2026-03-03 21:14:44,HDFC_01
STL-866606E3,PAY-376C39F6,29750.24,2026-03-22 17:37:34,ICICI_CORP
STL-9D68575E,PAY-BD96D866,5054.83,2026-03-05 23:40:21,SBI_SETTL
STL-774ED18B,PAY-042C0EFC,29576.42,2026-03-17 00:17:11,ICICI_CORP
STL-E9AD34FA,PAY-96919584,9124.8,2026-03-05 04:38:55,AXIS_BULK
STL-C71C5F2E,PAY-5646C413,42378.37,2026-04-01 16:43:25,ICICI_CORP
STL-B434D182,PAY-5255AB00,18984.78,2026-03-26 21:37:12,ICICI_CORP
STL-06C94DEA,PAY-34055B40,44529.69,2026-03-28 00:19:41,SBI_SETTL
STL-3F27893A,PAY-C0304957,16512.52,2026-03-06 00:25:00,HDFC_01
STL-DEE50DBF,PAY-E1907321,18920.31,2026-03-29 22:47:30,ICICI_CORP
STL-1E9D77B2,PAY-D7DE496E,10590.51,2026-03-17 13:43:45,HDFC_01
STL-6CED9989,PAY-8E10E0BD,43778.81,2026-03-24 05:08:14,ICICI_CORP
STL-3234E270,PAY-D6AD0B93,15169.94,2026-03-16 07:13:24,SBI_SETTL
STL-8AA34A86,PAY-28E8AB37,42899.19,2026-03-24 15:01:00,SBI_SETTL
STL-7974E064,PAY-A93E0F2D,2513.41,2026-03-13 11:42:24,AXIS_BULK
STL-19F9F027,PAY-DE58CECF,6794.36,2026-03-17 10:20:07,SBI_SETTL
STL-377F2AAB,PAY-9ACE30E9,36986.35,2026-03-24 15:46:21,ICICI_CORP
STL-3B49A854,PAY-9BE16966,29940.52,2026-03-24 15:23:44,HDFC_01
STL-450D73E1,PAY-B68AE314,766.5,2026-03-08 16:12:08,AXIS_BULK
STL-640833DA,PAY-0981D3E5,2242.28,2026-03-31 10:38:17,AXIS_BULK
STL-378C763B,PAY-F38241DA,807.44,2026-03-14 22:09:44,AXIS_BULK
STL-C8503838,PAY-795C4F34,5647.31,2026-03-06 19:16:38,SBI_SETTL
STL-2742571F,PAY-55D9D533,13412.07,2026-03-21 11:31:50,ICICI_CORP
STL-01CC27DD,PAY-81439522,11630.43,2026-03-07 02:03:26,AXIS_BULK
STL-0EBE25FD,PAY-22099B0B,30719.03,2026-03-11 05:11:52,HDFC_01
STL-FEA2F63C,PAY-EDACF513,39798.03,2026-03-13 20:58:58,HDFC_01
STL-39993740,PAY-E6DE0EAD,46216.95,2026-03-27 03:12:58,HDFC_01
STL-C2526E35,PAY-F40C08F9,29037.79,2026-03-20 13:02:49,AXIS_BULK
STL-E348A1FB,PAY-D6575806,44678.03,2026-03-17 12:23:26,HDFC_01
STL-2A69EE50,PAY-B69032FB,15885.87,2026-03-06 21:04:04,HDFC_01
STL-52690E48,PAY-142548F5,13829.69,2026-03-23 22:11:21,AXIS_BULK
STL-3E3FEC9B,PAY-416ACDE8,27744.9,2026-03-20 17:08:53,HDFC_01
STL-A297505E,PAY-CEE06CF8,12514.62,2026-03-20 17:04:28,HDFC_01
STL-A531931E,PAY-C8798714,46856.03,2026-03-22 15:49:14,ICICI_CORP
STL-1E3C94D6,PAY-36EE2C5D,21467.76,2026-03-27 15:59:32,SBI_SETTL
STL-75208E10,PAY-DA305551,3856.68,2026-03-29 15:15:56,AXIS_BULK
STL-71161A30,PAY-B3DEF417,30164.77,2026-03-27 21:11:14,ICICI_CORP
STL-EC299766,PAY-7EF19249,15356.5,2026-03-24 20:38:24,AXIS_BULK
STL-9B36AC3B,PAY-F33F9C3F,24098.95,2026-03-05 22:04:14,ICICI_CORP
STL-ECBE04AC,PAY-DA71C236,4495.13,2026-03-17 06:46:13,SBI_SETTL
STL-BF6DC5D4,PAY-C41D46BC,16548.94,2026-04-02 01:07:19,ICICI_CORP
STL-9E878E2A,PAY-33E32FB7,15716.57,2026-03-21 13:01:53,SBI_SETTL
STL-A366F265,PAY-5304F2FA,14125.36,2026-03-20 07:14:16,ICICI_CORP
STL-49C66D2F,PAY-4A8CA1C1,38147.09,2026-03-04 15:27:06,HDFC_01
STL-6111AE75,PAY-09597B3A,33462.39,2026-03-09 18:03:45,AXIS_BULK
STL-EA687C99,PAY-78298D97,-2238.73,2026-03-30 15:10:15,AXIS_BULK
STL-FA5B3AFD,PAY-46F2B169,-3880.12,2026-03-18 18:46:44,ICICI_CORP
STL-A68D20A4,PAY-47DCE8CF,27152.35,2026-03-10 23:41:32,AXIS_BULK
STL-7C4E4AA0,PAY-5FA429E4,47943.9,2026-03-12 23:17:37,AXIS_BULK
STL-5CE78428,PAY-F7D8AF24,19930.93,2026-03-08 14:49:08,SBI_SETTL
STL-010A9E5B,PAY-5D15D8B3,14797.32,2026-03-10 22:23:51,HDFC_01
STL-BF12544D,PAY-760105A9,21073.71,2026-03-22 14:52:20,ICICI_CORP
STL-B9ED1BB5,PAY-830C12E6,41252.5,2026-03-19 02:46:47,AXIS_BULK
STL-39C5BB97,PAY-019A7C4A,22761.75,2026-03-18 06:44:54,ICICI_CORP
STL-DD6899E8,PAY-9B338F53,39391.71,2026-03-05 02:47:31,ICICI_CORP
STL-A009AFEA,PAY-33B81862,31803.9,2026-03-30 23:47:42,HDFC_01
STL-FB28CAC1,PAY-B8E38FA1,43510.93,2026-03-07 15:48:04,AXIS_BULK
STL-068098E4,PAY-C7EA9A58,49595.99,2026-03-21 21:17:53,SBI_SETTL
STL-34CE03C5,PAY-AFFA329E,45238.11,2026-03-25 22:47:36,ICICI_CORP
STL-CB4BBFBF,PAY-AC8DFBCA,32946.52,2026-03-28 17:57:10,HDFC_01
STL-8620C95D,PAY-E30FF098,29887.14,2026-04-02 01:25:57,SBI_SETTL
STL-DAD68B80,PAY-5BBA8789,49413.67,2026-03-30 15:17:17,ICICI_CORP
STL-06F9CCCB,PAY-2F43D3C9,4921.89,2026-03-25 01:53:02,SBI_SETTL
STL-9A247A5D,PAY-74F2590A,19444.69,2026-03-31 11:26:23,HDFC_01
STL-9201D4A8,PAY-72B35F63,32676.0,2026-04-02 10:45:09,AXIS_BULK
STL-0A208F64,PAY-EFD84B6B,34485.03,2026-03-23 07:17:54,HDFC_01
STL-C1CBBB66,PAY-B5B29217,36635.45,2026-03-29 10:01:49,ICICI_CORP
STL-4B7CB9B5,PAY-7F308CAC,32408.72,2026-03-20 17:07:53,SBI_SETTL
STL-7C05B19A,PAY-1DEB443D,26128.58,2026-04-10 14:33:46,HDFC_01
STL-9153F720,PAY-B2C21A11,24996.94,2026-03-16 13:10:13,HDFC_01
STL-430F7D5E,PAY-17001B74,46729.26,2026-03-26 10:12:28,ICICI_CORP
STL-EC87D192,PAY-D9E77FE3,23815.22,2026-03-12 17:43:18,SBI_SETTL
STL-AEF4BCBE,PAY-25B863C6,2471.43,2026-03-28 04:05:33,AXIS_BULK
STL-4206A0EF,PAY-57D6F1CA,35239.63,2026-03-21 04:05:44,HDFC_01
STL-22B71FC4,PAY-CA967206,4411.57,2026-03-30 15:57:29,HDFC_01
STL-A5309F95,PAY-754157DE,35084.46,2026-03-22 06:39:39,AXIS_BULK
STL-64D6075E,PAY-7D71E6DE,22941.91,2026-04-11 03:00:38,HDFC_01
STL-6D161A58,PAY-4EE0D299,35541.08,2026-03-20 22:24:33,SBI_SETTL
STL-E1CC53A5,PAY-61D5F9F0,18907.54,2026-03-31 15:34:10,AXIS_BULK
STL-470AD189,PAY-E134E9E3,26430.78,2026-04-04 09:12:49,SBI_SETTL
STL-9241ECD3,PAY-CF743F49,25230.7,2026-04-09 05:12:35,SBI_SETTL
STL-4DD206CC,PAY-E1D7918C,5593.79,2026-04-20 12:52:09,HDFC_01
STL-A1C92391,PAY-481C68C5,43005.11,2026-03-24 23:27:15,SBI_SETTL
STL-6282B9A6,PAY-EC48EAC8,46051.21,2026-03-11 13:28:28,ICICI_CORP
STL-30AEC69E,PAY-85D1DDF2,12789.03,2026-03-16 23:29:28,SBI_SETTL
STL-F615E949,PAY-D3A4FA19,25351.03,2026-03-04 19:32:41,HDFC_01
STL-4E7FB1D1,PAY-E8545FEC,3911.86,2026-03-24 14:02:34,SBI_SETTL
STL-512F52B8,PAY-C93A665E,27878.02,2026-03-02 18:45:18,SBI_SETTL
STL-181BB317,PAY-5334880A,39333.11,2026-03-31 18:12:14,SBI_SETTL
STL-C77ED92F,PAY-47AD2312,48606.96,2026-03-11 07:31:49,ICICI_CORP
STL-D374CD8D,PAY-80D627EC,46653.68,2026-03-04 12:08:09,HDFC_01
STL-9351341E,PAY-C323B947,572.37,2026-04-02 08:00:22,HDFC_01
STL-C931D07A,PAY-2E5C76C4,26725.82,2026-03-14 06:11:44,HDFC_01
STL-A1624A02,PAY-A1E5DB55,35726.8,2026-03-07 15:36:32,SBI_SETTL
STL-DB1E2850,PAY-B6AB4D59,48740.46,2026-03-06 06:44:58,AXIS_BULK
STL-E763357F,PAY-F7591D90,29798.84,2026-03-05 06:04:52,ICICI_CORP
STL-D9ADE3A7,PAY-0F4B0DEE,13419.05,2026-03-17 18:07:31,SBI_SETTL
STL-E5B46190,PAY-4FD77915,13961.82,2026-03-05 19:35:53,ICICI_CORP
STL-EE54A95B,PAY-C00EB8C5,8636.56,2026-03-23 15:05:50,SBI_SETTL
STL-2522D0E5,PAY-61607116,10777.99,2026-03-16 10:49:07,HDFC_01
STL-AB96F82B,PAY-C2E18CC8,40476.05,2026-03-17 06:17:30,ICICI_CORP
STL-5D7937C7,PAY-B5E2D80F,35702.29,2026-03-18 14:36:32,SBI_SETTL
STL-DE670796,PAY-A1204B24,41094.44,2026-03-11 07:54:25,ICICI_CORP
