order_id,customer_id,order_amount,order_date,status,ground_truth_label
ORD-1291,Customer_016,7218.56,2026-03-04 18:53:00,COMPLETED,EXACT_MATCH
ORD-1292,Customer_012,40620.4,2026-03-15 23:04:00,COMPLETED,EXACT_MATCH
ORD-1293,Customer_039,42642.42,2026-03-30 10:32:00,COMPLETED,EXACT_MATCH
ORD-1294,Customer_016,49264.06,2026-03-07 17:41:00,COMPLETED,EXACT_MATCH
ORD-1295,Customer_047,27924.06,2026-03-18 04:56:00,COMPLETED,EXACT_MATCH
ORD-1296,Customer_009,15809.89,2026-03-23 04:49:00,COMPLETED,EXACT_MATCH
ORD-1297,Customer_074,4150.66,2026-03-15 20:16:00,COMPLETED,EXACT_MATCH
ORD-1298,Customer_088,26109.32,2026-03-07 06:10:00,COMPLETED,EXACT_MATCH
ORD-1299,Customer_056,25391.76,2026-03-03 22:31:00,COMPLETED,EXACT_MATCH
ORD-1300,Customer_022,8517.36,2026-03-11 16:16:00,COMPLETED,EXACT_MATCH
ORD-1301,Customer_033,10216.95,2026-03-26 11:39:00,COMPLETED,EXACT_MATCH
ORD-1302,Customer_079,26907.16,2026-03-24 06:56:00,COMPLETED,EXACT_MATCH
ORD-1303,Customer_085,31411.72,2026-03-28 22:58:00,COMPLETED,EXACT_MATCH
ORD-1304,Customer_011,2750.36,2026-03-30 14:38:00,COMPLETED,EXACT_MATCH
ORD-1305,Customer_080,32130.06,2026-03-24 01:59:00,COMPLETED,EXACT_MATCH
ORD-1306,Customer_062,12621.46,2026-03-19 21:33:00,COMPLETED,EXACT_MATCH
ORD-1307,Customer_089,3465.7,2026-03-21 10:09:00,COMPLETED,EXACT_MATCH
ORD-1308,Customer_027,17339.53,2026-03-07 22:55:00,COMPLETED,EXACT_MATCH
ORD-1309,Customer_052,6972.92,2026-03-18 06:43:00,COMPLETED,EXACT_MATCH
ORD-1310,Customer_031,23590.39,2026-03-13 14:09:00,COMPLETED,EXACT_MATCH
ORD-1311,Customer_013,3004.96,2026-03-18 21:35:00,COMPLETED,EXACT_MATCH
ORD-1312,Customer_042,46720.7,2026-03-15 15:34:00,COMPLETED,EXACT_MATCH
ORD-1313,Customer_066,23607.35,2026-03-15 11:00:00,COMPLETED,EXACT_MATCH
ORD-1314,Customer_051,25519.5,2026-03-12 08:56:00,COMPLETED,EXACT_MATCH
ORD-1315,Customer_007,14427.14,2026-03-28 14:38:00,COMPLETED,EXACT_MATCH
ORD-1316,Customer_014,21830.92,2026-03-13 10:52:00,COMPLETED,EXACT_MATCH
ORD-1317,Customer_006,20328.79,2026-03-27 08:53:00,COMPLETED,EXACT_MATCH
ORD-1318,Customer_071,14785.78,2026-03-18 23:59:00,COMPLETED,EXACT_MATCH
ORD-1319,Customer_080,34179.73,2026-03-06 19:46:00,COMPLETED,EXACT_MATCH
ORD-1320,Customer_048,39847.41,2026-03-16 20:22:00,COMPLETED,EXACT_MATCH
ORD-1321,Customer_026,30321.92,2026-03-19 16:25:00,COMPLETED,EXACT_MATCH
ORD-1322,Customer_005,7283.3,2026-03-16 13:46:00,COMPLETED,EXACT_MATCH
ORD-1323,Customer_078,44710.02,2026-03-07 18:40:00,COMPLETED,EXACT_MATCH
ORD-1324,Customer_051,49535.48,2026-03-15 00:50:00,COMPLETED,EXACT_MATCH
ORD-1325,Customer_061,40879.57,2026-03-18 04:20:00,COMPLETED,EXACT_MATCH
ORD-1326,Customer_075,15730.05,2026-03-30 01:19:00,COMPLETED,EXACT_MATCH
ORD-1327,Customer_084,39253.75,2026-03-27 17:50:00,COMPLETED,EXACT_MATCH
ORD-1328,Customer_022,26449.5,2026-03-29 14:55:00,COMPLETED,EXACT_MATCH
ORD-1329,Customer_005,28842.23,2026-03-06 10:02:00,COMPLETED,EXACT_MATCH
ORD-1330,Customer_041,21229.62,2026-03-20 05:03:00,COMPLETED,EXACT_MATCH
ORD-1331,Customer_095,36506.4,2026-03-07 16:49:00,COMPLETED,EXACT_MATCH
ORD-1332,Customer_085,24179.36,2026-03-18 13:35:00,COMPLETED,EXACT_MATCH
ORD-1333,Customer_069,17445.19,2026-03-17 12:58:00,COMPLETED,EXACT_MATCH
ORD-1334,Customer_032,14310.82,2026-03-15 00:02:00,COMPLETED,EXACT_MATCH
ORD-1335,Customer_091,10760.25,2026-03-23 16:07:00,COMPLETED,EXACT_MATCH
ORD-1336,Customer_072,46718.17,2026-03-13 20:41:00,COMPLETED,EXACT_MATCH
ORD-1337,Customer_051,41009.68,2026-03-08 01:59:00,COMPLETED,EXACT_MATCH
ORD-1338,Customer_092,4411.96,2026-03-21 13:11:00,COMPLETED,EXACT_MATCH
ORD-1339,Customer_026,41483.61,2026-03-13 18:08:00,COMPLETED,EXACT_MATCH
ORD-1340,Customer_014,30976.01,2026-03-28 02:58:00,COMPLETED,EXACT_MATCH
ORD-1341,Customer_086,45306.62,2026-03-11 16:29:00,COMPLETED,EXACT_MATCH
ORD-1342,Customer_053,16849.53,2026-03-22 21:59:00,COMPLETED,EXACT_MATCH
ORD-1343,Customer_071,48906.58,2026-03-08 14:30:00,COMPLETED,EXACT_MATCH
ORD-1344,Customer_084,10373.07,2026-03-14 11:44:00,COMPLETED,EXACT_MATCH
ORD-1345,Customer_099,4928.31,2026-03-27 13:06:00,COMPLETED,EXACT_MATCH
ORD-1346,Customer_054,44171.13,2026-03-09 10:00:00,COMPLETED,EXACT_MATCH
ORD-1347,Customer_024,46862.13,2026-03-14 14:10:00,COMPLETED,EXACT_MATCH
ORD-1348,Customer_073,30337.76,2026-03-16 15:57:00,COMPLETED,EXACT_MATCH
ORD-1349,Customer_018,42627.46,2026-03-22 17:12:00,COMPLETED,EXACT_MATCH
ORD-1350,Customer_043,8543.47,2026-03-22 07:15:00,COMPLETED,EXACT_MATCH
ORD-1351,Customer_095,17187.05,2026-03-14 20:14:00,COMPLETED,EXACT_MATCH
ORD-1352,Customer_079,42879.25,2026-03-19 20:54:00,COMPLETED,EXACT_MATCH
ORD-1353,Customer_052,33628.16,2026-03-09 19:49:00,COMPLETED,EXACT_MATCH
ORD-1354,Customer_032,838.09,2026-03-18 20:57:00,COMPLETED,EXACT_MATCH
ORD-1355,Customer_043,15446.32,2026-03-27 11:44:00,COMPLETED,EXACT_MATCH
ORD-1356,Customer_089,12196.98,2026-03-06 19:07:00,COMPLETED,EXACT_MATCH
ORD-1357,Customer_052,34460.64,2026-03-15 13:40:00,COMPLETED,EXACT_MATCH
ORD-1358,Customer_079,11432.04,2026-03-07 11:53:00,COMPLETED,EXACT_MATCH
ORD-1359,Customer_096,49447.48,2026-03-18 10:05:00,COMPLETED,EXACT_MATCH
ORD-1360,Customer_098,12749.54,2026-03-28 12:47:00,COMPLETED,EXACT_MATCH
ORD-1361,Customer_010,45903.61,2026-03-06 12:33:00,COMPLETED,EXACT_MATCH
ORD-1362,Customer_022,16741.82,2026-03-25 02:21:00,COMPLETED,EXACT_MATCH
ORD-1363,Customer_092,29365.81,2026-03-05 13:19:00,COMPLETED,EXACT_MATCH
ORD-1364,Customer_059,7031.24,2026-03-20 07:45:00,COMPLETED,EXACT_MATCH
ORD-1365,Customer_087,40442.31,2026-03-02 09:46:00,COMPLETED,EXACT_MATCH
ORD-1366,Customer_096,11286.11,2026-03-04 17:46:00,COMPLETED,EXACT_MATCH
ORD-1367,Customer_090,3656.12,2026-03-04 03:48:00,COMPLETED,EXACT_MATCH
ORD-1368,Customer_037,20738.91,2026-03-07 13:55:00,COMPLETED,EXACT_MATCH
ORD-1369,Customer_058,43546.2,2026-03-18 14:19:00,COMPLETED,EXACT_MATCH
ORD-1370,Customer_084,43084.19,2026-03-06 19:34:00,COMPLETED,EXACT_MATCH
ORD-1371,Customer_094,48946.86,2026-03-01 13:47:00,COMPLETED,AMOUNT_MISMATCH
ORD-1372,Customer_069,19274.19,2026-03-11 20:51:00,COMPLETED,AMOUNT_MISMATCH
ORD-1373,Customer_093,38391.75,2026-03-02 21:11:00,COMPLETED,AMOUNT_MISMATCH
ORD-1374,Customer_013,29900.24,2026-03-21 17:37:00,COMPLETED,AMOUNT_MISMATCH
ORD-1375,Customer_070,11254.83,2026-03-03 23:39:00,COMPLETED,AMOUNT_MISMATCH
ORD-1376,Customer_074,30096.92,2026-03-16 00:15:00,COMPLETED,AMOUNT_MISMATCH
ORD-1377,Customer_053,15374.8,2026-03-04 04:34:00,COMPLETED,AMOUNT_MISMATCH
ORD-1378,Customer_007,48628.37,2026-03-30 16:40:00,COMPLETED,AMOUNT_MISMATCH
ORD-1379,Customer_039,19134.78,2026-03-25 21:33:00,COMPLETED,AMOUNT_MISMATCH
ORD-1380,Customer_060,45779.69,2026-03-27 00:16:00,COMPLETED,AMOUNT_MISMATCH
ORD-1381,Customer_027,16848.02,2026-03-05 00:21:00,COMPLETED,AMOUNT_MISMATCH
ORD-1382,Customer_035,19169.81,2026-03-28 22:47:00,COMPLETED,AMOUNT_MISMATCH
ORD-1383,Customer_062,10840.01,2026-03-16 13:41:00,COMPLETED,AMOUNT_MISMATCH
ORD-1384,Customer_096,49978.81,2026-03-23 05:06:00,COMPLETED,AMOUNT_MISMATCH
ORD-1385,Customer_071,16419.94,2026-03-14 07:10:00,COMPLETED,AMOUNT_MISMATCH
ORD-1386,Customer_066,44199.19,2026-03-22 15:00:00,COMPLETED,AMOUNT_MISMATCH
ORD-1387,Customer_053,2762.91,2026-03-11 11:41:00,COMPLETED,AMOUNT_MISMATCH
ORD-1388,Customer_038,8044.36,2026-03-16 10:18:00,COMPLETED,AMOUNT_MISMATCH
ORD-1389,Customer_033,38286.35,2026-03-23 15:42:00,COMPLETED,AMOUNT_MISMATCH
ORD-1390,Customer_018,36155.52,2026-03-23 15:22:00,COMPLETED,AMOUNT_MISMATCH
ORD-1391,Customer_098,816.0,2026-03-07 16:10:00,COMPLETED,AMOUNT_MISMATCH
ORD-1392,Customer_048,3492.28,2026-03-30 10:34:00,COMPLETED,AMOUNT_MISMATCH
ORD-1393,Customer_002,1327.94,2026-03-13 22:05:00,COMPLETED,AMOUNT_MISMATCH
ORD-1394,Customer_023,5797.31,2026-03-05 19:12:00,COMPLETED,AMOUNT_MISMATCH
ORD-1395,Customer_046,13732.57,2026-03-19 11:31:00,COMPLETED,AMOUNT_MISMATCH
ORD-1396,Customer_090,11679.93,2026-03-05 02:03:00,COMPLETED,AMOUNT_MISMATCH
ORD-1397,Customer_008,32019.03,2026-03-09 05:11:00,COMPLETED,AMOUNT_MISMATCH
ORD-1398,Customer_068,45998.03,2026-03-11 20:57:00,COMPLETED,AMOUNT_MISMATCH
ORD-1399,Customer_088,46316.45,2026-03-26 03:08:00,COMPLETED,AMOUNT_MISMATCH
ORD-1400,Customer_027,29558.29,2026-03-19 13:02:00,COMPLETED,AMOUNT_MISMATCH
ORD-1401,Customer_087,44878.03,2026-03-16 12:20:00,COMPLETED,AMOUNT_MISMATCH
ORD-1402,Customer_013,22135.87,2026-03-04 21:01:00,COMPLETED,AMOUNT_MISMATCH
ORD-1403,Customer_082,14029.69,2026-03-21 22:07:00,COMPLETED,AMOUNT_MISMATCH
ORD-1404,Customer_024,34144.9,2026-03-18 17:08:00,COMPLETED,AMOUNT_MISMATCH
ORD-1405,Customer_011,13764.62,2026-03-18 17:03:00,COMPLETED,AMOUNT_MISMATCH
ORD-1406,Customer_001,47176.53,2026-03-21 15:46:00,COMPLETED,AMOUNT_MISMATCH
ORD-1407,Customer_056,22717.76,2026-03-26 15:55:00,COMPLETED,AMOUNT_MISMATCH
ORD-1408,Customer_071,5106.68,2026-03-28 15:13:00,COMPLETED,AMOUNT_MISMATCH
ORD-1409,Customer_011,36379.77,2026-03-26 21:09:00,COMPLETED,AMOUNT_MISMATCH
ORD-1410,Customer_035,15406.0,2026-03-23 20:37:00,COMPLETED,AMOUNT_MISMATCH
ORD-1411,Customer_039,24469.45,2026-03-04 22:01:00,COMPLETED,AMOUNT_MISMATCH
ORD-1412,Customer_059,5795.13,2026-03-15 06:46:00,COMPLETED,AMOUNT_MISMATCH
ORD-1413,Customer_057,17069.44,2026-03-31 01:06:00,COMPLETED,AMOUNT_MISMATCH
ORD-1414,Customer_062,16052.07,2026-03-19 12:59:00,COMPLETED,AMOUNT_MISMATCH
ORD-1415,Customer_049,14374.86,2026-03-19 07:11:00,COMPLETED,AMOUNT_MISMATCH
ORD-1416,Customer_088,38497.09,2026-03-02 15:23:00,COMPLETED,AMOUNT_MISMATCH
ORD-1417,Customer_053,33812.39,2026-03-07 18:01:00,COMPLETED,AMOUNT_MISMATCH
ORD-1418,Customer_049,4161.27,2026-03-28 15:06:00,COMPLETED,AMOUNT_MISMATCH
ORD-1419,Customer_070,2319.88,2026-03-17 18:42:00,COMPLETED,AMOUNT_MISMATCH
ORD-1420,Customer_085,33402.35,2026-03-08 23:41:00,COMPLETED,AMOUNT_MISMATCH
ORD-1421,Customer_014,1022.11,2026-03-13 04:36:00,COMPLETED,MISSING_RECORD
ORD-1422,Customer_051,23421.63,2026-03-28 04:53:00,COMPLETED,MISSING_RECORD
ORD-1423,Customer_038,21090.78,2026-03-05 07:46:00,COMPLETED,MISSING_RECORD
ORD-1424,Customer_044,23038.97,2026-03-10 19:57:00,COMPLETED,MISSING_RECORD
ORD-1425,Customer_093,34989.78,2026-03-15 22:20:00,COMPLETED,MISSING_RECORD
ORD-1426,Customer_044,32574.51,2026-03-08 21:31:00,COMPLETED,MISSING_RECORD
ORD-1427,Customer_055,47943.9,2026-03-11 23:14:00,COMPLETED,MISSING_RECORD
ORD-1428,Customer_051,1945.02,2026-03-29 08:46:00,COMPLETED,MISSING_RECORD
ORD-1429,Customer_091,11132.41,2026-03-14 02:01:00,COMPLETED,MISSING_RECORD
ORD-1430,Customer_026,23148.75,2026-03-13 08:33:00,COMPLETED,MISSING_RECORD
ORD-1431,Customer_079,19930.93,2026-03-06 14:46:00,COMPLETED,MISSING_RECORD
ORD-1432,Customer_079,29713.33,2026-03-07 12:18:00,COMPLETED,MISSING_RECORD
ORD-1433,Customer_048,34825.11,2026-03-24 15:57:00,COMPLETED,MISSING_RECORD
ORD-1434,Customer_055,9694.81,2026-03-30 08:08:00,COMPLETED,MISSING_RECORD
ORD-1435,Customer_063,14797.32,2026-03-09 22:21:00,COMPLETED,MISSING_RECORD
ORD-1436,Customer_063,7258.47,2026-03-18 21:22:00,COMPLETED,MISSING_RECORD
ORD-1437,Customer_063,21073.71,2026-03-21 14:48:00,COMPLETED,MISSING_RECORD
ORD-1438,Customer_038,2118.41,2026-03-11 15:35:00,COMPLETED,MISSING_RECORD
ORD-1439,Customer_099,38413.02,2026-03-26 10:26:00,COMPLETED,MISSING_RECORD
ORD-1440,Customer_070,41252.5,2026-03-18 02:42:00,COMPLETED,MISSING_RECORD
ORD-1441,Customer_070,11317.83,2026-03-20 18:22:00,COMPLETED,MISSING_RECORD
ORD-1442,Customer_005,22761.75,2026-03-17 06:44:00,COMPLETED,MISSING_RECORD
ORD-1443,Customer_027,40629.78,2026-03-28 04:10:00,COMPLETED,MISSING_RECORD
ORD-1444,Customer_018,39350.04,2026-03-10 20:02:00,COMPLETED,MISSING_RECORD
ORD-1445,Customer_022,16520.85,2026-03-14 17:38:00,COMPLETED,MISSING_RECORD
ORD-1446,Customer_097,39391.71,2026-03-04 02:45:00,COMPLETED,MISSING_RECORD
ORD-1447,Customer_032,7739.05,2026-03-16 01:48:00,COMPLETED,MISSING_RECORD
ORD-1448,Customer_074,31803.9,2026-03-29 23:44:00,COMPLETED,MISSING_RECORD
ORD-1449,Customer_052,26022.87,2026-03-14 01:53:00,COMPLETED,MISSING_RECORD
ORD-1450,Customer_001,43510.93,2026-03-05 15:44:00,COMPLETED,MISSING_RECORD
ORD-1451,Customer_028,48422.36,2026-03-11 01:23:00,COMPLETED,MISSING_RECORD
ORD-1452,Customer_074,6964.42,2026-03-23 12:07:00,COMPLETED,MISSING_RECORD
ORD-1453,Customer_081,39302.54,2026-03-22 07:59:00,COMPLETED,MISSING_RECORD
ORD-1454,Customer_001,49595.99,2026-03-20 21:16:00,COMPLETED,MISSING_RECORD
ORD-1455,Customer_021,43783.96,2026-03-13 21:18:00,COMPLETED,MISSING_RECORD
ORD-1456,Customer_086,45238.11,2026-03-08 22:47:00,COMPLETED,DATE_MISMATCH
ORD-1457,Customer_055,32946.52,2026-03-05 17:57:00,COMPLETED,DATE_MISMATCH
ORD-1458,Customer_017,29887.14,2026-03-25 01:22:00,COMPLETED,DATE_MISMATCH
ORD-1459,Customer_016,49413.67,2026-03-20 15:16:00,COMPLETED,DATE_MISMATCH
ORD-1460,Customer_050,4921.89,2026-03-06 01:52:00,COMPLETED,DATE_MISMATCH
ORD-1461,Customer_018,19444.69,2026-03-07 11:25:00,COMPLETED,DATE_MISMATCH
ORD-1462,Customer_079,32676.0,2026-03-21 10:42:00,COMPLETED,DATE_MISMATCH
ORD-1463,Customer_079,34485.03,2026-03-11 07:17:00,COMPLETED,DATE_MISMATCH
ORD-1464,Customer_076,36635.45,2026-03-17 09:58:00,COMPLETED,DATE_MISMATCH
ORD-1465,Customer_036,32408.72,2026-03-12 17:03:00,COMPLETED,DATE_MISMATCH
ORD-1466,Customer_027,26128.58,2026-03-24 14:32:00,COMPLETED,DATE_MISMATCH
ORD-1467,Customer_031,24996.94,2026-03-06 13:08:00,COMPLETED,DATE_MISMATCH
ORD-1468,Customer_047,46729.26,2026-03-07 10:09:00,COMPLETED,DATE_MISMATCH
ORD-1469,Customer_098,23815.22,2026-03-04 17:43:00,COMPLETED,DATE_MISMATCH
ORD-1470,Customer_028,2471.43,2026-03-04 04:02:00,COMPLETED,DATE_MISMATCH
ORD-1471,Customer_055,35239.63,2026-03-05 04:01:00,COMPLETED,DATE_MISMATCH
ORD-1472,Customer_040,4411.57,2026-03-10 15:56:00,COMPLETED,DATE_MISMATCH
ORD-1473,Customer_040,35084.46,2026-03-12 06:39:00,COMPLETED,DATE_MISMATCH
ORD-1474,Customer_015,22941.91,2026-03-29 03:00:00,COMPLETED,DATE_MISMATCH
ORD-1475,Customer_002,35541.08,2026-03-01 22:23:00,COMPLETED,DATE_MISMATCH
ORD-1476,Customer_022,18907.54,2026-03-13 15:33:00,COMPLETED,DATE_MISMATCH
ORD-1477,Customer_035,26430.78,2026-03-13 09:12:00,COMPLETED,DATE_MISMATCH
ORD-1478,Customer_008,25230.7,2026-03-27 05:11:00,COMPLETED,DATE_MISMATCH
ORD-1479,Customer_099,5593.79,2026-03-27 12:51:00,COMPLETED,DATE_MISMATCH
ORD-1480,Customer_006,43005.11,2026-03-01 23:25:00,COMPLETED,DATE_MISMATCH
ORD-1481,Customer_050,46051.21,2026-03-09 13:28:00,COMPLETED,DUPLICATE
ORD-1482,Customer_042,12789.03,2026-03-15 23:27:00,COMPLETED,DUPLICATE
ORD-1483,Customer_016,25351.03,2026-03-03 19:31:00,COMPLETED,DUPLICATE
ORD-1484,Customer_052,3911.86,2026-03-22 14:00:00,COMPLETED,DUPLICATE
ORD-1485,Customer_012,27878.02,2026-03-01 18:42:00,COMPLETED,DUPLICATE
ORD-1486,Customer_073,39333.11,2026-03-29 18:10:00,COMPLETED,DUPLICATE
ORD-1487,Customer_076,48606.96,2026-03-10 07:27:00,COMPLETED,DUPLICATE
ORD-1488,Customer_001,46653.68,2026-03-02 12:06:00,COMPLETED,DUPLICATE
ORD-1489,Customer_043,572.37,2026-03-31 07:57:00,COMPLETED,DUPLICATE
ORD-1490,Customer_027,26725.82,2026-03-12 06:08:00,COMPLETED,DUPLICATE
ORD-1491,Customer_019,35726.8,2026-03-05 15:36:00,COMPLETED,FUZZY_REFERENCE
ORD-1492,Customer_059,48740.46,2026-03-05 06:44:00,COMPLETED,FUZZY_REFERENCE
ORD-1493,Customer_010,29798.84,2026-03-04 06:01:00,COMPLETED,FUZZY_REFERENCE
ORD-1494,Customer_038,13419.05,2026-03-15 18:04:00,COMPLETED,FUZZY_REFERENCE
ORD-1495,Customer_058,13961.82,2026-03-04 19:34:00,COMPLETED,FUZZY_REFERENCE
ORD-1496,Customer_014,8636.56,2026-03-22 15:03:00,COMPLETED,FUZZY_REFERENCE
ORD-1497,Customer_099,10777.99,2026-03-15 10:45:00,COMPLETED,FUZZY_REFERENCE
ORD-1498,Customer_021,40476.05,2026-03-15 06:17:00,COMPLETED,FUZZY_REFERENCE
ORD-1499,Customer_012,35702.29,2026-03-17 14:33:00,COMPLETED,FUZZY_REFERENCE
ORD-1500,Customer_034,41094.44,2026-03-09 07:54:00,COMPLETED,FUZZY_REFERENCE
